path,filename,label,label_index,fold
dataset/cat/2-110010-A-5.wav,2-110010-A-5.wav,cat,1,2
dataset/cat/2-110011-A-5.wav,2-110011-A-5.wav,cat,1,2
dataset/cat/2-69131-A-5.wav,2-69131-A-5.wav,cat,1,2
dataset/cat/2-69131-B-5.wav,2-69131-B-5.wav,cat,1,2
dataset/cat/2-82274-A-5.wav,2-82274-A-5.wav,cat,1,2
dataset/cat/2-82274-B-5.wav,2-82274-B-5.wav,cat,1,2
dataset/cat/2-83934-A-5.wav,2-83934-A-5.wav,cat,1,2
dataset/cat/2-83934-B-5.wav,2-83934-B-5.wav,cat,1,2
dataset/cat/3-146964-A-5.wav,3-146964-A-5.wav,cat,1,3
dataset/cat/3-146965-A-5.wav,3-146965-A-5.wav,cat,1,3
dataset/cat/3-146972-A-5.wav,3-146972-A-5.wav,cat,1,3
dataset/cat/3-95694-A-5.wav,3-95694-A-5.wav,cat,1,3
dataset/cat/3-95695-A-5.wav,3-95695-A-5.wav,cat,1,3
dataset/cat/3-95695-B-5.wav,3-95695-B-5.wav,cat,1,3
dataset/cat/3-95697-A-5.wav,3-95697-A-5.wav,cat,1,3
dataset/cat/3-95698-A-5.wav,3-95698-A-5.wav,cat,1,3
dataset/cat/4-120160-A-5.wav,4-120160-A-5.wav,cat,1,4
dataset/cat/4-133047-A-5.wav,4-133047-A-5.wav,cat,1,4
dataset/cat/4-133047-B-5.wav,4-133047-B-5.wav,cat,1,4
dataset/cat/4-133047-C-5.wav,4-133047-C-5.wav,cat,1,4
dataset/cat/4-149940-A-5.wav,4-149940-A-5.wav,cat,1,4
dataset/cat/4-149940-B-5.wav,4-149940-B-5.wav,cat,1,4
dataset/cat/4-161303-A-5.wav,4-161303-A-5.wav,cat,1,4
dataset/cat/4-161303-B-5.wav,4-161303-B-5.wav,cat,1,4
dataset/cat/5-169983-A-5.wav,5-169983-A-5.wav,cat,1,5
dataset/cat/5-172299-A-5.wav,5-172299-A-5.wav,cat,1,5
dataset/cat/5-172639-A-5.wav,5-172639-A-5.wav,cat,1,5
dataset/cat/5-177614-A-5.wav,5-177614-A-5.wav,cat,1,5
dataset/cat/5-214759-A-5.wav,5-214759-A-5.wav,cat,1,5
dataset/cat/5-214759-B-5.wav,5-214759-B-5.wav,cat,1,5
dataset/cat/5-256452-A-5.wav,5-256452-A-5.wav,cat,1,5
dataset/cat/5-259169-A-5.wav,5-259169-A-5.wav,cat,1,5
dataset/cow/1-16568-A-3.wav,1-16568-A-3.wav,cow,2,1
dataset/cow/1-202111-A-3.wav,1-202111-A-3.wav,cow,2,1
dataset/cow/1-58277-A-3.wav,1-58277-A-3.wav,cow,2,1
dataset/cow/1-69422-A-3.wav,1-69422-A-3.wav,cow,2,1
dataset/cow/1-69641-A-3.wav,1-69641-A-3.wav,cow,2,1
dataset/cow/1-77160-A-3.wav,1-77160-A-3.wav,cow,2,1
dataset/cow/1-77241-A-3.wav,1-77241-A-3.wav,cow,2,1
dataset/cow/1-81269-A-3.wav,1-81269-A-3.wav,cow,2,1
dataset/cow/2-103423-A-3.wav,2-103423-A-3.wav,cow,2,2
dataset/cow/2-103424-A-3.wav,2-103424-A-3.wav,cow,2,2
dataset/cow/2-103426-A-3.wav,2-103426-A-3.wav,cow,2,2
dataset/cow/2-103427-A-3.wav,2-103427-A-3.wav,cow,2,2
dataset/cow/2-103428-A-3.wav,2-103428-A-3.wav,cow,2,2
dataset/cow/2-104877-A-3.wav,2-104877-A-3.wav,cow,2,2
dataset/cow/2-117795-A-3.wav,2-117795-A-3.wav,cow,2,2
dataset/cow/2-117795-B-3.wav,2-117795-B-3.wav,cow,2,2
dataset/cow/3-124376-A-3.wav,3-124376-A-3.wav,cow,2,3
dataset/cow/3-124376-B-3.wav,3-124376-B-3.wav,cow,2,3
dataset/cow/3-126358-A-3.wav,3-126358-A-3.wav,cow,2,3
dataset/cow/3-126358-B-3.wav,3-126358-B-3.wav,cow,2,3
dataset/cow/3-152039-A-3.wav,3-152039-A-3.wav,cow,2,3
dataset/cow/3-152039-B-3.wav,3-152039-B-3.wav,cow,2,3
dataset/cow/3-160993-A-3.wav,3-160993-A-3.wav,cow,2,3
dataset/cow/3-163727-A-3.wav,3-163727-A-3.wav,cow,2,3
dataset/cow/4-174860-A-3.wav,4-174860-A-3.wav,cow,2,4
dataset/cow/4-174860-B-3.wav,4-174860-B-3.wav,cow,2,4
dataset/cow/4-181955-A-3.wav,4-181955-A-3.wav,cow,2,4
dataset/cow/4-181955-B-3.wav,4-181955-B-3.wav,cow,2,4
dataset/cow/4-181955-C-3.wav,4-181955-C-3.wav,cow,2,4
dataset/cow/4-213915-A-3.wav,4-213915-A-3.wav,cow,2,4
dataset/cow/4-213915-B-3.wav,4-213915-B-3.wav,cow,2,4
dataset/cow/4-213915-C-3.wav,4-213915-C-3.wav,cow,2,4
dataset/cow/5-194899-A-3.wav,5-194899-A-3.wav,cow,2,5
dataset/cow/5-194899-B-3.wav,5-194899-B-3.wav,cow,2,5
dataset/cow/5-194899-C-3.wav,5-194899-C-3.wav,cow,2,5
dataset/cow/5-194899-D-3.wav,5-194899-D-3.wav,cow,2,5
dataset/cow/5-202795-A-3.wav,5-202795-A-3.wav,cow,2,5
dataset/cow/5-242492-A-3.wav,5-242492-A-3.wav,cow,2,5
dataset/cow/5-253085-A-3.wav,5-253085-A-3.wav,cow,2,5
dataset/cow/5-253085-B-3.wav,5-253085-B-3.wav,cow,2,5
dataset/rooster/1-26806-A-1.wav,1-26806-A-1.wav,rooster,3,1
dataset/rooster/1-27724-A-1.wav,1-27724-A-1.wav,rooster,3,1
dataset/rooster/1-34119-A-1.wav,1-34119-A-1.wav,rooster,3,1
dataset/rooster/1-34119-B-1.wav,1-34119-B-1.wav,rooster,3,1
dataset/rooster/1-39923-A-1.wav,1-39923-A-1.wav,rooster,3,1
dataset/rooster/1-40730-A-1.wav,1-40730-A-1.wav,rooster,3,1
dataset/rooster/1-43382-A-1.wav,1-43382-A-1.wav,rooster,3,1
dataset/rooster/1-44831-A-1.wav,1-44831-A-1.wav,rooster,3,1
dataset/rooster/2-100786-A-1.wav,2-100786-A-1.wav,rooster,3,2
dataset/rooster/2-65750-A-1.wav,2-65750-A-1.wav,rooster,3,2
dataset/rooster/2-71162-A-1.wav,2-71162-A-1.wav,rooster,3,2
dataset/rooster/2-81270-A-1.wav,2-81270-A-1.wav,rooster,3,2
dataset/rooster/2-95035-A-1.wav,2-95035-A-1.wav,rooster,3,2
dataset/rooster/2-95258-A-1.wav,2-95258-A-1.wav,rooster,3,2
dataset/rooster/2-95258-B-1.wav,2-95258-B-1.wav,rooster,3,2
dataset/rooster/2-96460-A-1.wav,2-96460-A-1.wav,rooster,3,2
dataset/rooster/3-107219-A-1.wav,3-107219-A-1.wav,rooster,3,3
dataset/rooster/3-116135-A-1.wav,3-116135-A-1.wav,rooster,3,3
dataset/rooster/3-134049-A-1.wav,3-134049-A-1.wav,rooster,3,3
dataset/rooster/3-137152-A-1.wav,3-137152-A-1.wav,rooster,3,3
dataset/rooster/3-145382-A-1.wav,3-145382-A-1.wav,rooster,3,3
dataset/rooster/3-149189-A-1.wav,3-149189-A-1.wav,rooster,3,3
dataset/rooster/3-154957-A-1.wav,3-154957-A-1.wav,rooster,3,3
dataset/rooster/3-163288-A-1.wav,3-163288-A-1.wav,rooster,3,3
dataset/rooster/4-164021-A-1.wav,4-164021-A-1.wav,rooster,3,4
dataset/rooster/4-164064-A-1.wav,4-164064-A-1.wav,rooster,3,4
dataset/rooster/4-164064-B-1.wav,4-164064-B-1.wav,rooster,3,4
dataset/rooster/4-164064-C-1.wav,4-164064-C-1.wav,rooster,3,4
dataset/rooster/4-164859-A-1.wav,4-164859-A-1.wav,rooster,3,4
dataset/rooster/4-170078-A-1.wav,4-170078-A-1.wav,rooster,3,4
dataset/rooster/4-183487-A-1.wav,4-183487-A-1.wav,rooster,3,4
dataset/rooster/4-208021-A-1.wav,4-208021-A-1.wav,rooster,3,4
dataset/rooster/5-194930-A-1.wav,5-194930-A-1.wav,rooster,3,5
dataset/rooster/5-194930-B-1.wav,5-194930-B-1.wav,rooster,3,5
dataset/rooster/5-200334-A-1.wav,5-200334-A-1.wav,rooster,3,5
dataset/rooster/5-200334-B-1.wav,5-200334-B-1.wav,rooster,3,5
dataset/rooster/5-200339-A-1.wav,5-200339-A-1.wav,rooster,3,5
dataset/rooster/5-233160-A-1.wav,5-233160-A-1.wav,rooster,3,5
dataset/rooster/5-234879-A-1.wav,5-234879-A-1.wav,rooster,3,5
dataset/rooster/5-234879-B-1.wav,5-234879-B-1.wav,rooster,3,5
dataset/sheep/1-121951-A-8.wav,1-121951-A-8.wav,sheep,4,1
dataset/sheep/1-196660-A-8.wav,1-196660-A-8.wav,sheep,4,1
dataset/sheep/1-196660-B-8.wav,1-196660-B-8.wav,sheep,4,1
dataset/sheep/1-49409-A-8.wav,1-49409-A-8.wav,sheep,4,1
dataset/sheep/1-49409-B-8.wav,1-49409-B-8.wav,sheep,4,1
dataset/sheep/1-57795-A-8.wav,1-57795-A-8.wav,sheep,4,1
dataset/sheep/1-75190-A-8.wav,1-75190-A-8.wav,sheep,4,1
dataset/sheep/1-88574-A-8.wav,1-88574-A-8.wav,sheep,4,1
dataset/sheep/2-110614-A-8.wav,2-110614-A-8.wav,sheep,4,2
dataset/sheep/2-110614-B-8.wav,2-110614-B-8.wav,sheep,4,2
dataset/sheep/2-119161-A-8.wav,2-119161-A-8.wav,sheep,4,2
dataset/sheep/2-119161-B-8.wav,2-119161-B-8.wav,sheep,4,2
dataset/sheep/2-119161-C-8.wav,2-119161-C-8.wav,sheep,4,2
dataset/sheep/2-182508-A-8.wav,2-182508-A-8.wav,sheep,4,2
dataset/sheep/2-182508-B-8.wav,2-182508-B-8.wav,sheep,4,2
dataset/sheep/2-196688-A-8.wav,2-196688-A-8.wav,sheep,4,2
dataset/sheep/3-140199-A-8.wav,3-140199-A-8.wav,sheep,4,3
dataset/sheep/3-140199-B-8.wav,3-140199-B-8.wav,sheep,4,3
dataset/sheep/3-140199-C-8.wav,3-140199-C-8.wav,sheep,4,3
dataset/sheep/3-140199-D-8.wav,3-140199-D-8.wav,sheep,4,3
dataset/sheep/3-197408-A-8.wav,3-197408-A-8.wav,sheep,4,3
dataset/sheep/3-197408-B-8.wav,3-197408-B-8.wav,sheep,4,3
dataset/sheep/3-197408-C-8.wav,3-197408-C-8.wav,sheep,4,3
dataset/sheep/3-20861-A-8.wav,3-20861-A-8.wav,sheep,4,3
dataset/sheep/4-188703-A-8.wav,4-188703-A-8.wav,sheep,4,4
dataset/sheep/4-188703-B-8.wav,4-188703-B-8.wav,sheep,4,4
dataset/sheep/4-188703-C-8.wav,4-188703-C-8.wav,sheep,4,4
dataset/sheep/4-188703-D-8.wav,4-188703-D-8.wav,sheep,4,4
dataset/sheep/4-196671-A-8.wav,4-196671-A-8.wav,sheep,4,4
dataset/sheep/4-196671-B-8.wav,4-196671-B-8.wav,sheep,4,4
dataset/sheep/4-196672-A-8.wav,4-196672-A-8.wav,sheep,4,4
dataset/sheep/4-250864-A-8.wav,4-250864-A-8.wav,sheep,4,4
dataset/sheep/5-198891-A-8.wav,5-198891-A-8.wav,sheep,4,5
dataset/sheep/5-198891-B-8.wav,5-198891-B-8.wav,sheep,4,5
dataset/sheep/5-198891-C-8.wav,5-198891-C-8.wav,sheep,4,5
dataset/sheep/5-198891-D-8.wav,5-198891-D-8.wav,sheep,4,5
dataset/sheep/5-200329-A-8.wav,5-200329-A-8.wav,sheep,4,5
dataset/sheep/5-200329-B-8.wav,5-200329-B-8.wav,sheep,4,5
dataset/sheep/5-200329-C-8.wav,5-200329-C-8.wav,sheep,4,5
dataset/sheep/5-61635-A-8.wav,5-61635-A-8.wav,sheep,4,5
dataset/others/1-13571-A-46.wav,1-13571-A-46.wav,others,5,1
dataset/others/1-17295-A-29.wav,1-17295-A-29.wav,others,5,1
dataset/others/1-208757-E-2.wav,1-208757-E-2.wav,others,5,1
dataset/others/1-260640-A-2.wav,1-260640-A-2.wav,others,5,1
dataset/others/1-28135-B-11.wav,1-28135-B-11.wav,others,5,1
dataset/others/1-42139-A-38.wav,1-42139-A-38.wav,others,5,1
dataset/others/1-46353-A-49.wav,1-46353-A-49.wav,others,5,1
dataset/others/1-51170-A-18.wav,1-51170-A-18.wav,others,5,1
dataset/others/1-51805-B-33.wav,1-51805-B-33.wav,others,5,1
dataset/others/1-54084-A-42.wav,1-54084-A-42.wav,others,5,1
dataset/others/1-57316-A-13.wav,1-57316-A-13.wav,others,5,1
dataset/others/1-64398-B-41.wav,1-64398-B-41.wav,others,5,1
dataset/others/2-102852-A-11.wav,2-102852-A-11.wav,others,5,2
dataset/others/2-104105-A-19.wav,2-104105-A-19.wav,others,5,2
dataset/others/2-108760-A-14.wav,2-108760-A-14.wav,others,5,2
dataset/others/2-109231-C-9.wav,2-109231-C-9.wav,others,5,2
dataset/others/2-123896-A-24.wav,2-123896-A-24.wav,others,5,2
dataset/others/2-126756-A-29.wav,2-126756-A-29.wav,others,5,2
dataset/others/2-139748-A-15.wav,2-139748-A-15.wav,others,5,2
dataset/others/2-141681-B-36.wav,2-141681-B-36.wav,others,5,2
dataset/others/2-155801-A-11.wav,2-155801-A-11.wav,others,5,2
dataset/others/2-52001-A-28.wav,2-52001-A-28.wav,others,5,2
dataset/others/2-56926-A-46.wav,2-56926-A-46.wav,others,5,2
dataset/others/2-66637-B-20.wav,2-66637-B-20.wav,others,5,2
dataset/others/2-76408-D-22.wav,2-76408-D-22.wav,others,5,2
dataset/others/2-77945-A-41.wav,2-77945-A-41.wav,others,5,2
dataset/others/2-82538-A-21.wav,2-82538-A-21.wav,others,5,2
dataset/others/2-83688-A-34.wav,2-83688-A-34.wav,others,5,2
dataset/others/2-92978-A-29.wav,2-92978-A-29.wav,others,5,2
dataset/others/3-100024-A-27.wav,3-100024-A-27.wav,others,5,3
dataset/others/3-103401-A-33.wav,3-103401-A-33.wav,others,5,3
dataset/others/3-107123-A-26.wav,3-107123-A-26.wav,others,5,3
dataset/others/3-108677-A-18.wav,3-108677-A-18.wav,others,5,3
dataset/others/3-111102-A-46.wav,3-111102-A-46.wav,others,5,3
dataset/others/3-124925-A-9.wav,3-124925-A-9.wav,others,5,3
dataset/others/3-126113-A-26.wav,3-126113-A-26.wav,others,5,3
dataset/others/3-132340-A-37.wav,3-132340-A-37.wav,others,5,3
dataset/others/3-141240-B-44.wav,3-141240-B-44.wav,others,5,3
dataset/others/3-142005-A-10.wav,3-142005-A-10.wav,others,5,3
dataset/others/3-142604-A-24.wav,3-142604-A-24.wav,others,5,3
dataset/others/3-144827-B-11.wav,3-144827-B-11.wav,others,5,3
dataset/others/3-146186-A-44.wav,3-146186-A-44.wav,others,5,3
dataset/others/3-151557-A-28.wav,3-151557-A-28.wav,others,5,3
dataset/others/3-153444-A-32.wav,3-153444-A-32.wav,others,5,3
dataset/others/3-155659-A-34.wav,3-155659-A-34.wav,others,5,3
dataset/others/3-163607-A-13.wav,3-163607-A-13.wav,others,5,3
dataset/others/3-166125-A-23.wav,3-166125-A-23.wav,others,5,3
dataset/others/3-166324-A-15.wav,3-166324-A-15.wav,others,5,3
dataset/others/3-188726-A-35.wav,3-188726-A-35.wav,others,5,3
dataset/others/3-197435-A-22.wav,3-197435-A-22.wav,others,5,3
dataset/others/3-203377-A-39.wav,3-203377-A-39.wav,others,5,3
dataset/others/3-87936-B-46.wav,3-87936-B-46.wav,others,5,3
dataset/others/3-97909-A-49.wav,3-97909-A-49.wav,others,5,3
dataset/others/4-107117-A-33.wav,4-107117-A-33.wav,others,5,4
dataset/others/4-119720-A-18.wav,4-119720-A-18.wav,others,5,4
dataset/others/4-128659-A-33.wav,4-128659-A-33.wav,others,5,4
dataset/others/4-145081-A-9.wav,4-145081-A-9.wav,others,5,4
dataset/others/4-172377-A-17.wav,4-172377-A-17.wav,others,5,4
dataset/others/4-179836-A-34.wav,4-179836-A-34.wav,others,5,4
dataset/others/4-181286-A-10.wav,4-181286-A-10.wav,others,5,4
dataset/others/4-185575-B-20.wav,4-185575-B-20.wav,others,5,4
dataset/others/4-189836-A-22.wav,4-189836-A-22.wav,others,5,4
dataset/others/4-204119-A-39.wav,4-204119-A-39.wav,others,5,4
dataset/others/4-204618-A-11.wav,4-204618-A-11.wav,others,5,4
dataset/others/4-205526-B-23.wav,4-205526-B-23.wav,others,5,4
dataset/others/4-215635-A-34.wav,4-215635-A-34.wav,others,5,4
dataset/others/4-251959-A-47.wav,4-251959-A-47.wav,others,5,4
dataset/others/5-160551-A-42.wav,5-160551-A-42.wav,others,5,5
dataset/others/5-160614-F-48.wav,5-160614-F-48.wav,others,5,5
dataset/others/5-187201-A-4.wav,5-187201-A-4.wav,others,5,5
dataset/others/5-198411-A-20.wav,5-198411-A-20.wav,others,5,5
dataset/others/5-199284-B-45.wav,5-199284-B-45.wav,others,5,5
dataset/others/5-207781-A-17.wav,5-207781-A-17.wav,others,5,5
dataset/others/5-215172-A-13.wav,5-215172-A-13.wav,others,5,5
dataset/others/5-218196-B-27.wav,5-218196-B-27.wav,others,5,5
dataset/others/5-237315-A-31.wav,5-237315-A-31.wav,others,5,5
dataset/others/5-242490-A-14.wav,5-242490-A-14.wav,others,5,5
dataset/others/5-242932-A-26.wav,5-242932-A-26.wav,others,5,5
dataset/others/5-243773-B-44.wav,5-243773-B-44.wav,others,5,5
dataset/others/5-260875-A-35.wav,5-260875-A-35.wav,others,5,5
